product,brand,budget,use_case,urgency,decision_stage,sentiment_score,confidence_score,hesitation_score,feature_count,brand_count,price_sensitivity,interaction_length,conversion
refrigerator,oneplus,23000,gaming,soon,mid,0.52,0.62,0.27,1,5,medium,10,0
air_conditioner,bosch,38000,casual,no_rush,late,0.16,0.56,0.65,6,5,high,8,1
refrigerator,apple,100000,creative,soon,decision,0.7,0.73,0.72,4,5,low,10,1
tablet,apple,12000,work_from_home,no_rush,early,0.14,0.07,0.91,2,5,high,1,0
laptop,dell,49000,creative,immediate,early,0.36,0.92,0.1,6,4,medium,10,0
mouse,bosch,6000,entertainment,flexible,awareness,0.4,0.24,0.45,8,4,medium,2,0
keyboard,asus,1000,creative,exploring,late,0.58,0.34,0.89,8,3,low,5,0
air_conditioner,bose,54000,gaming,no_rush,awareness,0.18,0.54,0.38,4,2,medium,7,0
refrigerator,jbl,15000,study,exploring,late,0.54,0.71,0.23,6,2,low,2,1
smartphone,bose,85000,business,immediate,early,0.72,0.88,0.36,4,3,medium,1,1
headphones,xiaomi,24000,business,exploring,decision,0.36,0.37,0.56,8,3,medium,7,1
smartphone,whirlpool,138000,study,flexible,awareness,0.5,0.4,0.32,7,3,low,2,1
washing_machine,lenovo,14000,creative,no_rush,mid,0.29,0.49,0.46,1,1,medium,6,0
laptop,lg,122000,travel,flexible,awareness,0.59,0.61,0.8,3,4,low,8,1
monitor,hp,56000,casual,exploring,late,0.64,0.62,0.42,6,2,medium,8,0
laptop,asus,133000,streaming,no_rush,mid,0.22,0.67,0.57,3,5,high,2,0
smartphone,bosch,123000,coding,no_rush,awareness,0.87,0.8,0.25,3,5,high,2,0
headphones,bose,2000,travel,flexible,early,0.13,0.11,0.94,7,3,low,9,0
washing_machine,sony,58000,home_use,flexible,mid,0.06,0.06,0.97,8,2,low,5,0
tablet,hp,69000,professional,no_rush,decision,0.13,0.44,0.68,6,2,high,1,0
camera,samsung,52000,home_use,soon,early,0.05,0.05,0.98,3,4,medium,3,0
refrigerator,apple,68000,gaming,soon,decision,0.25,0.22,0.72,3,1,low,8,0
camera,jbl,44000,entertainment,soon,early,0.35,0.99,0.14,7,1,medium,7,1
smartwatch,bosch,38000,study,immediate,awareness,0.15,0.05,0.9,1,3,medium,8,0
mouse,hp,7000,casual,immediate,awareness,0.49,0.56,0.84,3,1,medium,6,0
laptop,bose,184000,casual,soon,awareness,0.27,0.33,0.45,7,5,high,5,0
monitor,bose,75000,fitness,soon,early,0.05,0.05,0.94,3,4,low,8,0
microwave,oneplus,15000,travel,immediate,mid,0.31,0.43,0.71,3,4,low,2,0
microwave,bose,8000,home_use,flexible,decision,0.17,0.34,0.35,8,5,medium,2,1
washing_machine,whirlpool,56000,professional,flexible,awareness,0.29,0.12,0.85,5,2,medium,10,0
microwave,dell,27000,casual,soon,mid,0.43,0.74,0.55,7,3,low,3,1
smartphone,oneplus,85000,entertainment,soon,late,0.35,0.66,0.35,3,5,low,7,0
smartphone,hp,67000,work_from_home,no_rush,decision,0.05,0.05,0.99,8,4,high,2,0
tablet,hp,44000,casual,soon,early,0.36,0.19,0.55,3,5,high,2,0
air_conditioner,jbl,53000,photography,no_rush,decision,0.19,0.08,0.75,8,1,high,4,0
air_conditioner,asus,25000,office,immediate,early,0.11,0.21,0.49,2,5,high,3,0
monitor,bosch,31000,home_use,soon,late,0.3,0.55,0.72,4,4,high,8,0
television,sony,177000,travel,exploring,mid,0.95,0.96,0.06,2,2,medium,1,1
washing_machine,bose,30000,fitness,flexible,awareness,0.27,0.38,0.68,7,4,high,9,1
laptop,sony,162000,study,no_rush,decision,0.63,0.9,0.22,4,1,low,9,0
air_conditioner,asus,85000,office,no_rush,decision,0.67,0.84,0.55,7,3,low,4,1
television,apple,173000,business,exploring,early,0.52,0.43,0.35,4,1,medium,3,1
speaker,whirlpool,38000,streaming,exploring,decision,0.89,0.83,0.16,7,1,low,7,0
air_conditioner,lenovo,67000,study,no_rush,awareness,0.29,0.21,0.8,2,1,medium,1,0
television,oneplus,81000,professional,soon,early,0.1,0.3,0.9,6,3,medium,6,1
mouse,bose,0,travel,soon,decision,0.29,0.64,0.36,2,2,medium,8,1
tablet,samsung,54000,coding,no_rush,late,0.98,0.96,0.05,2,4,medium,2,0
television,sony,289000,photography,soon,awareness,0.38,0.84,0.19,4,1,low,7,1
keyboard,hp,0,creative,flexible,decision,0.66,0.76,0.28,6,5,medium,4,1
smartphone,sony,74000,photography,immediate,awareness,0.12,0.18,0.9,4,2,medium,2,0
refrigerator,apple,77000,streaming,flexible,decision,0.92,0.91,0.04,1,5,high,4,1
camera,hp,54000,photography,immediate,late,0.73,0.28,0.22,7,4,low,9,1
camera,canon,28000,coding,no_rush,late,0.9,0.94,0.15,2,2,medium,6,1
washing_machine,asus,12000,fitness,exploring,awareness,0.05,0.05,0.99,8,3,high,7,0
microwave,sony,15000,entertainment,no_rush,awareness,0.21,0.08,0.95,2,3,high,9,1
television,sony,276000,gaming,flexible,early,0.85,0.5,0.49,2,2,medium,1,0
smartwatch,whirlpool,3000,casual,soon,mid,0.63,0.57,0.52,4,1,low,9,1
speaker,hp,3000,business,immediate,early,0.59,0.34,0.55,3,4,medium,9,1
smartwatch,jbl,42000,coding,no_rush,early,0.53,0.3,0.84,6,1,medium,5,0
laptop,lenovo,72000,study,exploring,late,0.32,0.6,0.47,1,4,high,2,0
monitor,dell,19000,entertainment,soon,mid,0.18,0.17,0.88,8,3,high,1,0
air_conditioner,lenovo,75000,entertainment,immediate,early,0.48,0.6,0.34,6,4,medium,8,1
smartphone,apple,141000,fitness,soon,mid,0.85,0.89,0.17,1,1,high,5,1
camera,samsung,173000,fitness,soon,mid,0.91,0.84,0.22,7,4,high,6,1
smartphone,bose,55000,home_use,immediate,early,0.83,0.79,0.11,1,1,medium,9,1
microwave,sony,12000,coding,immediate,awareness,0.12,0.1,0.91,5,5,low,9,0
washing_machine,bose,76000,gaming,exploring,late,0.16,0.32,0.63,6,1,high,4,1
microwave,oneplus,27000,casual,immediate,decision,0.38,0.27,0.61,1,1,low,10,1
mouse,sony,2000,entertainment,soon,awareness,0.87,0.91,0.2,5,1,high,5,0
camera,lenovo,114000,creative,no_rush,mid,0.79,0.97,0.14,1,4,high,2,1
speaker,xiaomi,13000,travel,no_rush,awareness,0.05,0.05,0.97,5,2,high,8,0
camera,bose,109000,office,immediate,decision,0.77,0.72,0.44,2,5,high,9,0
speaker,lenovo,38000,travel,soon,late,0.84,0.67,0.25,2,1,medium,2,0
headphones,asus,25000,coding,soon,awareness,0.39,0.32,0.72,3,1,high,9,0
keyboard,jbl,8000,fitness,exploring,early,0.19,0.5,0.37,3,5,high,2,0
laptop,samsung,153000,photography,flexible,awareness,0.55,0.43,0.59,3,5,low,9,0
camera,apple,155000,gaming,immediate,decision,0.58,0.74,0.41,1,4,high,9,1
refrigerator,dell,85000,work_from_home,immediate,mid,0.49,0.45,0.26,2,4,medium,2,0
headphones,asus,20000,professional,exploring,awareness,0.14,0.07,0.84,3,1,low,10,0
washing_machine,asus,27000,photography,soon,decision,0.48,0.58,0.71,1,3,high,2,1
smartwatch,whirlpool,43000,casual,exploring,awareness,0.65,0.79,0.15,6,5,high,9,0
refrigerator,sony,98000,professional,exploring,decision,0.05,0.05,0.98,1,3,high,5,0
television,sony,246000,home_use,no_rush,late,0.75,0.7,0.08,7,1,high,6,1
television,samsung,170000,gaming,exploring,awareness,0.7,0.94,0.08,2,5,high,8,1
monitor,samsung,73000,casual,exploring,mid,0.84,0.76,0.58,4,5,high,1,0
laptop,samsung,76000,travel,immediate,early,0.97,0.98,0.02,3,1,medium,7,1
smartwatch,sony,60000,coding,no_rush,decision,0.93,0.76,0.32,5,5,low,1,1
television,apple,94000,gaming,exploring,awareness,0.78,0.93,0.17,5,2,low,5,0
air_conditioner,bose,40000,office,immediate,mid,0.93,0.93,0.23,8,2,low,8,1
mouse,xiaomi,5000,business,immediate,decision,0.12,0.13,0.84,2,4,high,7,0
camera,asus,170000,casual,no_rush,decision,0.16,0.05,0.95,6,2,medium,5,0
smartwatch,lenovo,26000,photography,soon,early,0.05,0.06,0.98,8,5,medium,9,0
refrigerator,samsung,71000,entertainment,exploring,early,0.58,0.31,0.5,3,2,high,4,0
air_conditioner,oneplus,20000,casual,immediate,early,0.62,0.84,0.09,6,5,high,8,1
keyboard,lg,17000,coding,exploring,late,0.9,0.75,0.32,7,2,medium,8,1
air_conditioner,apple,64000,casual,flexible,late,0.9,0.62,0.48,2,1,high,6,1
refrigerator,sony,81000,professional,no_rush,early,0.99,0.93,0.03,3,2,medium,2,1
headphones,jbl,35000,professional,no_rush,decision,0.77,0.79,0.12,5,3,low,1,1
camera,lg,179000,casual,exploring,early,0.08,0.2,0.8,8,4,medium,1,0
headphones,jbl,39000,travel,exploring,early,0.41,0.74,0.24,1,3,high,1,1
smartphone,canon,48000,travel,soon,early,0.23,0.76,0.29,2,4,medium,4,1
camera,dell,129000,business,no_rush,decision,0.93,0.82,0.04,4,1,high,4,1
camera,xiaomi,134000,work_from_home,no_rush,early,0.14,0.11,0.93,4,2,low,5,0
speaker,sony,24000,business,flexible,awareness,0.06,0.25,0.75,2,5,high,2,0
smartphone,lenovo,22000,fitness,flexible,late,0.26,0.05,0.66,6,2,low,8,1
microwave,canon,27000,travel,exploring,mid,0.93,0.93,0.22,7,3,medium,10,1
speaker,bosch,49000,home_use,exploring,late,0.28,0.45,0.64,3,5,high,10,1
smartwatch,whirlpool,51000,streaming,soon,mid,0.65,0.44,0.73,5,3,medium,6,0
headphones,bosch,3000,creative,exploring,late,0.51,0.79,0.35,2,3,medium,8,1
keyboard,whirlpool,16000,gaming,no_rush,decision,0.05,0.05,0.89,7,4,low,1,0
television,lg,256000,professional,flexible,mid,0.85,0.75,0.15,7,1,high,1,0
refrigerator,samsung,93000,streaming,no_rush,mid,0.56,0.89,0.26,5,2,low,1,1
mouse,sony,0,coding,immediate,awareness,0.66,0.81,0.21,5,2,low,9,0
washing_machine,sony,79000,gaming,immediate,mid,0.6,0.18,0.75,3,1,low,5,0
smartphone,oneplus,38000,office,exploring,awareness,0.05,0.05,0.99,4,4,low,2,0
television,samsung,262000,work_from_home,exploring,awareness,0.58,0.51,0.36,7,3,low,4,1
microwave,lg,8000,travel,soon,early,0.37,0.09,0.8,5,2,medium,2,0
washing_machine,sony,56000,fitness,soon,mid,0.28,0.46,0.44,3,3,medium,1,0
speaker,jbl,19000,creative,soon,awareness,0.91,0.68,0.2,7,1,low,8,1
mouse,asus,10000,office,immediate,mid,0.85,0.72,0.7,1,5,low,7,0
camera,lenovo,82000,casual,soon,mid,0.47,0.23,0.76,2,5,high,6,0
refrigerator,lg,83000,work_from_home,soon,late,0.48,0.28,0.9,8,4,high,5,1
air_conditioner,apple,76000,office,flexible,late,0.94,0.99,0.01,4,3,low,9,1
microwave,oneplus,26000,study,exploring,early,0.06,0.06,0.92,8,2,medium,1,0
microwave,samsung,12000,home_use,immediate,mid,0.54,0.65,0.45,8,5,low,8,1
tablet,asus,70000,professional,exploring,mid,0.6,0.76,0.67,6,1,medium,2,0
microwave,asus,13000,casual,flexible,awareness,0.06,0.09,0.92,7,3,medium,2,1
monitor,lenovo,45000,creative,immediate,late,0.11,0.05,0.95,3,4,low,5,0
mouse,jbl,2000,office,soon,early,0.2,0.23,0.85,8,5,high,3,1
speaker,bosch,47000,coding,soon,decision,0.93,0.77,0.52,5,5,high,2,1
camera,xiaomi,138000,business,soon,early,0.14,0.11,0.94,2,5,low,7,0
keyboard,lg,14000,work_from_home,flexible,early,0.68,0.69,0.45,3,4,medium,2,1
camera,dell,115000,photography,exploring,late,0.82,0.59,0.62,4,4,low,8,1
speaker,apple,49000,gaming,exploring,early,0.05,0.05,0.94,4,2,medium,5,0
refrigerator,bosch,61000,coding,immediate,decision,0.76,0.77,0.25,4,3,low,10,1
tablet,oneplus,47000,fitness,no_rush,decision,0.98,0.98,0.02,2,3,high,5,0
laptop,samsung,161000,photography,flexible,decision,0.05,0.3,0.68,3,2,medium,7,1
monitor,whirlpool,49000,fitness,soon,early,0.24,0.2,0.96,5,4,high,8,0
television,hp,236000,business,soon,decision,0.73,0.5,0.14,2,2,low,8,1
monitor,lg,8000,work_from_home,immediate,mid,0.84,0.39,0.24,7,4,medium,10,1
washing_machine,whirlpool,10000,professional,exploring,decision,0.93,0.78,0.53,7,1,medium,3,1
keyboard,lg,15000,coding,no_rush,early,0.2,0.11,0.7,4,2,low,6,1
camera,apple,79000,coding,exploring,early,0.72,0.82,0.27,4,3,low,7,1
monitor,lenovo,9000,coding,no_rush,early,0.46,0.34,0.7,1,5,low,8,0
headphones,bosch,31000,streaming,exploring,mid,0.77,0.52,0.41,2,1,high,5,0
air_conditioner,jbl,70000,creative,exploring,early,0.11,0.12,0.93,6,2,medium,8,0
television,canon,239000,home_use,immediate,mid,0.14,0.15,0.75,7,4,medium,8,0
smartwatch,sony,48000,fitness,soon,awareness,0.27,0.3,0.63,8,3,medium,8,0
smartphone,canon,145000,professional,no_rush,late,0.73,0.65,0.29,1,3,low,4,1
speaker,whirlpool,30000,creative,no_rush,decision,0.47,0.48,0.22,1,3,medium,4,1
washing_machine,bose,26000,entertainment,immediate,late,0.26,0.34,0.6,2,5,high,5,1
television,xiaomi,163000,photography,immediate,early,0.67,0.63,0.06,4,3,low,9,1
smartphone,canon,51000,fitness,immediate,mid,0.5,0.34,0.48,5,2,medium,7,1
keyboard,whirlpool,4000,streaming,flexible,mid,0.15,0.16,0.83,3,3,medium,3,0
speaker,samsung,32000,fitness,flexible,mid,0.66,0.64,0.4,1,5,medium,6,0
smartwatch,asus,48000,work_from_home,soon,decision,0.52,0.73,0.64,1,2,high,7,1
television,bose,246000,work_from_home,immediate,mid,0.18,0.21,0.71,4,3,low,7,1
speaker,sony,39000,photography,soon,early,0.05,0.05,0.83,8,5,medium,6,0
speaker,dell,20000,professional,no_rush,early,0.87,0.82,0.07,6,4,high,3,0
tablet,asus,29000,home_use,exploring,early,0.88,0.72,0.56,4,4,medium,8,0
laptop,bose,156000,professional,exploring,early,0.63,0.64,0.9,8,1,low,1,0
smartphone,whirlpool,138000,business,immediate,decision,0.95,0.94,0.07,3,4,low,4,1
camera,samsung,56000,streaming,immediate,awareness,0.88,0.91,0.13,2,2,low,10,1
refrigerator,whirlpool,33000,streaming,no_rush,decision,0.95,0.58,0.22,8,4,medium,8,1
microwave,lenovo,27000,gaming,flexible,awareness,0.36,0.64,0.52,6,1,medium,5,1
monitor,samsung,29000,work_from_home,exploring,early,0.6,0.49,0.32,8,5,low,9,1
mouse,xiaomi,10000,travel,flexible,early,0.42,0.7,0.49,6,1,high,1,0
microwave,canon,14000,travel,soon,late,0.51,0.82,0.23,4,2,medium,10,1
camera,hp,57000,casual,soon,late,0.8,0.74,0.39,5,1,medium,5,1
laptop,dell,153000,professional,exploring,decision,0.06,0.24,0.45,1,4,high,6,0
microwave,whirlpool,21000,photography,soon,awareness,0.33,0.85,0.29,2,5,high,10,1
laptop,lg,200000,office,flexible,mid,0.15,0.45,0.68,5,5,low,2,0
smartphone,whirlpool,38000,creative,no_rush,early,0.77,0.84,0.1,2,1,high,5,0
camera,hp,45000,fitness,flexible,early,0.07,0.08,0.91,3,1,high,4,0
headphones,lenovo,27000,casual,immediate,mid,0.5,0.21,0.76,1,1,medium,5,1
television,sony,199000,photography,flexible,late,0.12,0.06,0.58,1,3,medium,2,0
smartphone,lg,144000,coding,immediate,awareness,0.06,0.18,0.92,3,5,high,10,0
laptop,sony,191000,study,soon,awareness,0.65,0.71,0.11,1,2,low,6,1
camera,sony,76000,coding,no_rush,mid,0.23,0.43,0.7,8,5,low,3,0
microwave,bosch,10000,creative,no_rush,late,0.71,0.59,0.75,1,4,medium,10,0
speaker,hp,41000,work_from_home,immediate,mid,0.41,0.25,0.7,2,5,medium,6,0
keyboard,canon,17000,business,exploring,decision,0.69,0.83,0.2,2,5,high,6,1
washing_machine,asus,34000,business,immediate,decision,0.93,0.96,0.06,1,2,high,6,1
air_conditioner,whirlpool,34000,photography,no_rush,awareness,0.09,0.07,0.9,3,2,low,1,1
microwave,apple,28000,streaming,soon,awareness,0.2,0.06,0.79,2,4,low,3,0
microwave,oneplus,26000,casual,flexible,decision,0.05,0.15,0.77,7,2,high,4,0
smartwatch,asus,6000,study,immediate,decision,0.72,0.51,0.41,2,2,high,3,1
smartwatch,sony,30000,travel,soon,late,0.34,0.36,0.72,6,4,high,7,0
laptop,hp,130000,photography,no_rush,early,0.4,0.56,0.87,8,1,medium,8,0
smartwatch,sony,31000,fitness,soon,mid,0.49,0.75,0.68,1,3,high,3,1
smartphone,apple,24000,professional,no_rush,late,0.05,0.09,0.87,7,5,medium,8,0
smartphone,sony,11000,fitness,no_rush,late,0.73,0.97,0.02,7,4,high,7,1
washing_machine,canon,72000,coding,soon,mid,0.47,0.34,0.69,8,1,high,4,0
monitor,hp,25000,work_from_home,flexible,decision,0.23,0.27,0.7,8,3,high,9,0
camera,bosch,142000,coding,soon,late,0.73,0.58,0.56,5,3,high,9,0
microwave,asus,12000,business,soon,late,0.43,0.8,0.28,3,1,low,5,1
television,lg,57000,travel,exploring,mid,0.96,0.94,0.07,4,4,medium,10,1
television,dell,41000,casual,no_rush,early,0.97,0.99,0.03,8,3,low,10,1
air_conditioner,lg,42000,business,flexible,decision,0.11,0.05,0.95,1,2,low,3,0
refrigerator,dell,39000,professional,exploring,early,0.51,0.84,0.43,7,2,medium,8,1
smartwatch,bose,37000,work_from_home,soon,decision,0.4,0.32,0.67,1,3,low,6,1
microwave,canon,10000,home_use,immediate,mid,0.18,0.07,0.91,3,5,low,10,1
refrigerator,apple,48000,casual,no_rush,mid,0.43,0.14,0.65,5,2,medium,6,0
keyboard,sony,16000,travel,no_rush,early,0.14,0.09,0.8,3,3,medium,8,0
refrigerator,apple,77000,entertainment,no_rush,awareness,0.95,0.76,0.22,1,3,medium,6,1
mouse,jbl,3000,fitness,exploring,awareness,0.75,0.98,0.03,3,1,low,7,1
speaker,dell,12000,study,exploring,awareness,0.53,0.49,0.19,1,2,medium,8,1
monitor,hp,24000,gaming,flexible,mid,0.99,0.93,0.16,4,4,medium,2,1
headphones,lenovo,10000,home_use,exploring,mid,0.74,0.89,0.06,4,2,low,7,1
smartphone,jbl,91000,creative,no_rush,decision,0.39,0.05,0.87,8,2,low,9,1
camera,jbl,114000,photography,no_rush,awareness,0.67,0.97,0.06,3,1,low,1,0
headphones,dell,9000,business,soon,mid,0.05,0.07,0.98,2,5,high,10,0
washing_machine,asus,47000,fitness,flexible,mid,0.85,0.71,0.1,8,3,low,3,0
washing_machine,lg,45000,casual,exploring,early,0.87,0.57,0.2,2,1,low,6,1
air_conditioner,lg,27000,business,immediate,mid,0.8,0.94,0.09,4,3,high,10,1
keyboard,lg,6000,travel,soon,early,0.54,0.45,0.52,3,1,medium,8,1
smartphone,whirlpool,60000,business,no_rush,mid,0.61,0.91,0.04,4,4,high,1,1
tablet,bosch,25000,gaming,soon,late,0.05,0.37,0.68,4,1,high,1,0
smartphone,hp,150000,streaming,immediate,mid,0.62,0.79,0.06,1,3,medium,7,1
mouse,asus,10000,home_use,flexible,early,0.96,0.94,0.1,2,1,low,2,1
refrigerator,hp,67000,creative,soon,late,0.86,0.76,0.3,3,3,medium,2,1
washing_machine,lenovo,61000,coding,immediate,awareness,0.19,0.12,0.77,5,1,high,7,0
smartphone,oneplus,53000,business,immediate,decision,0.49,0.51,0.44,2,4,low,6,0
speaker,oneplus,25000,professional,no_rush,late,0.4,0.47,0.61,5,5,medium,2,0
keyboard,jbl,2000,photography,no_rush,early,0.59,0.23,0.74,7,3,low,10,1
television,hp,43000,coding,no_rush,awareness,0.19,0.3,0.85,6,1,medium,6,0
monitor,bosch,47000,business,immediate,early,0.35,0.65,0.16,2,2,medium,6,1
smartphone,canon,130000,gaming,immediate,late,0.89,0.76,0.28,7,4,low,7,1
microwave,samsung,8000,study,immediate,decision,0.24,0.34,0.38,2,1,medium,10,1
smartwatch,apple,56000,work_from_home,immediate,mid,0.11,0.33,0.71,8,2,high,4,0
washing_machine,samsung,74000,creative,exploring,awareness,0.19,0.13,0.77,3,3,low,5,0
camera,lg,77000,travel,soon,mid,0.78,0.27,0.36,3,2,high,9,0
camera,oneplus,21000,casual,exploring,late,0.39,0.41,0.51,1,5,high,3,0
smartwatch,oneplus,24000,professional,immediate,early,0.89,0.95,0.21,8,3,low,9,1
television,canon,252000,coding,exploring,early,0.1,0.07,0.77,3,2,high,8,1
refrigerator,lenovo,37000,business,exploring,mid,0.28,0.33,0.43,6,1,medium,1,0
headphones,apple,3000,coding,no_rush,late,0.2,0.64,0.83,7,2,medium,6,0
air_conditioner,hp,68000,office,soon,late,0.64,0.75,0.45,3,2,medium,7,0
mouse,asus,10000,professional,immediate,awareness,0.53,0.84,0.19,3,4,medium,1,1
air_conditioner,xiaomi,33000,streaming,exploring,awareness,0.05,0.2,0.64,4,5,low,2,0
air_conditioner,sony,36000,office,soon,late,0.8,0.95,0.04,8,5,low,2,1
microwave,bosch,14000,photography,soon,early,0.65,0.85,0.19,1,3,low,3,1
microwave,dell,25000,creative,no_rush,awareness,0.35,0.24,0.65,6,5,low,2,0
air_conditioner,oneplus,33000,office,soon,mid,0.09,0.5,0.62,2,3,low,4,0
tablet,jbl,57000,photography,flexible,early,0.44,0.45,0.69,6,2,high,6,1
keyboard,jbl,17000,study,soon,mid,0.33,0.71,0.28,2,3,low,8,0
camera,xiaomi,189000,entertainment,immediate,mid,0.05,0.05,0.82,8,5,high,9,1
tablet,xiaomi,58000,home_use,immediate,mid,0.23,0.23,0.56,8,3,high,10,1
keyboard,sony,17000,fitness,immediate,decision,0.83,0.92,0.05,6,1,high,5,1
keyboard,hp,4000,entertainment,flexible,early,0.24,0.31,0.45,5,5,high,10,1
speaker,dell,34000,home_use,soon,late,0.32,0.26,0.88,6,1,medium,10,1
refrigerator,whirlpool,64000,gaming,no_rush,early,0.22,0.48,0.69,3,4,high,3,1
television,jbl,107000,casual,soon,decision,0.45,0.85,0.31,5,2,medium,6,1
mouse,oneplus,3000,creative,exploring,early,0.05,0.09,0.95,7,2,low,4,0
smartwatch,asus,32000,coding,immediate,mid,0.25,0.15,0.84,6,3,medium,4,0
headphones,whirlpool,16000,entertainment,immediate,mid,0.81,0.31,0.22,3,2,high,4,1
monitor,canon,20000,study,flexible,awareness,0.09,0.54,0.89,4,4,medium,10,1
television,asus,244000,creative,immediate,decision,0.13,0.53,0.43,8,2,high,4,1
television,whirlpool,273000,home_use,flexible,mid,0.24,0.81,0.82,5,1,medium,10,1
mouse,xiaomi,4000,home_use,no_rush,decision,0.41,0.53,0.63,6,2,high,6,0
monitor,hp,67000,gaming,exploring,decision,0.78,0.7,0.44,4,4,low,9,1
smartwatch,asus,13000,work_from_home,immediate,decision,0.77,0.92,0.24,6,2,high,5,1
keyboard,whirlpool,3000,creative,soon,early,0.77,0.51,0.31,6,3,low,1,1
refrigerator,dell,69000,study,immediate,mid,0.17,0.13,0.85,5,2,high,9,0
monitor,whirlpool,14000,study,immediate,mid,0.98,0.99,0.01,2,5,medium,6,1
laptop,canon,27000,fitness,no_rush,decision,0.49,0.33,0.47,8,3,medium,8,1
monitor,hp,19000,professional,flexible,awareness,0.38,0.43,0.79,5,2,high,5,0
keyboard,hp,3000,business,immediate,decision,0.27,0.31,0.71,6,1,high,4,0
camera,jbl,70000,casual,flexible,awareness,0.44,0.38,0.88,5,1,high,7,0
tablet,sony,33000,entertainment,immediate,awareness,0.68,0.78,0.34,1,3,high,9,1
microwave,apple,14000,professional,flexible,early,0.45,0.7,0.31,7,2,low,9,1
smartphone,bose,62000,work_from_home,exploring,late,0.67,0.85,0.18,8,5,low,7,1
refrigerator,xiaomi,28000,casual,soon,late,0.06,0.05,0.96,1,4,high,2,0
keyboard,oneplus,8000,work_from_home,flexible,mid,0.43,0.71,0.65,4,3,medium,8,0
air_conditioner,dell,64000,gaming,flexible,late,0.88,0.7,0.55,8,1,medium,1,1
air_conditioner,whirlpool,47000,fitness,immediate,early,0.36,0.56,0.85,7,5,medium,1,1
television,bosch,41000,photography,immediate,awareness,0.26,0.26,0.54,6,3,high,9,1
monitor,lenovo,10000,home_use,flexible,early,0.27,0.6,0.63,5,1,high,7,0
laptop,dell,152000,fitness,immediate,awareness,0.64,0.79,0.4,1,1,medium,10,1
speaker,asus,48000,coding,flexible,early,0.54,0.61,0.85,8,2,low,10,1
washing_machine,oneplus,63000,entertainment,flexible,early,0.18,0.31,0.52,8,3,high,4,1
washing_machine,whirlpool,20000,work_from_home,no_rush,mid,0.77,0.92,0.18,3,5,low,10,1
television,samsung,139000,fitness,exploring,awareness,0.87,0.6,0.33,6,4,medium,5,1
mouse,bose,1000,coding,exploring,decision,0.05,0.08,0.95,7,2,low,9,0
air_conditioner,sony,43000,streaming,soon,awareness,0.09,0.05,0.91,7,4,low,1,0
monitor,lenovo,18000,entertainment,no_rush,late,0.56,0.9,0.13,1,4,low,9,1
tablet,whirlpool,46000,photography,flexible,early,0.07,0.05,0.93,1,3,low,10,0
microwave,jbl,13000,casual,flexible,late,0.16,0.09,0.8,1,5,high,6,0
television,bose,140000,photography,no_rush,late,0.47,0.85,0.18,8,3,high,8,1
camera,jbl,171000,fitness,flexible,mid,0.37,0.4,0.41,3,4,low,10,0
smartwatch,oneplus,40000,coding,flexible,mid,0.65,0.39,0.37,7,1,low,6,1
laptop,samsung,99000,study,no_rush,late,0.06,0.05,0.98,6,4,low,4,1
washing_machine,lg,21000,fitness,flexible,decision,0.3,0.75,0.58,8,2,medium,4,0
keyboard,xiaomi,14000,streaming,exploring,late,0.08,0.05,0.84,3,3,low,5,0
washing_machine,canon,15000,study,exploring,early,0.25,0.35,0.9,6,4,medium,2,1
television,jbl,242000,work_from_home,exploring,decision,0.55,0.46,0.37,1,1,low,1,0
refrigerator,oneplus,66000,study,exploring,awareness,0.05,0.08,0.96,3,2,low,7,0
mouse,samsung,9000,business,no_rush,early,0.38,0.52,0.17,6,5,high,7,0
keyboard,samsung,4000,travel,flexible,decision,0.35,0.07,0.9,8,1,medium,2,1
washing_machine,oneplus,60000,casual,flexible,awareness,0.98,0.99,0.02,5,4,low,5,0
refrigerator,bose,15000,fitness,no_rush,mid,0.57,0.86,0.59,5,5,low,9,0
microwave,lenovo,18000,gaming,flexible,awareness,0.48,0.57,0.73,7,4,medium,6,1
camera,bose,25000,photography,flexible,mid,0.64,0.73,0.26,4,2,low,5,1
mouse,sony,8000,casual,soon,awareness,0.05,0.07,0.9,7,2,high,8,0
television,bose,247000,photography,soon,decision,0.3,0.49,0.24,5,4,medium,7,1
mouse,dell,3000,business,exploring,early,0.79,0.81,0.24,6,3,low,1,1
television,lg,106000,fitness,no_rush,early,0.65,0.33,0.48,6,1,low,4,0
camera,bosch,159000,fitness,soon,mid,0.24,0.47,0.33,4,1,medium,3,1
speaker,bose,7000,photography,exploring,mid,0.91,0.55,0.25,3,5,high,4,1
speaker,asus,3000,work_from_home,exploring,awareness,0.95,0.94,0.06,8,5,low,3,0
keyboard,sony,2000,creative,exploring,late,0.44,0.42,0.77,3,3,medium,3,0
laptop,bose,41000,home_use,no_rush,decision,0.24,0.23,0.74,6,2,medium,3,1
microwave,asus,29000,streaming,immediate,awareness,0.63,0.58,0.41,1,5,low,5,0
smartwatch,whirlpool,28000,entertainment,flexible,early,0.83,0.87,0.28,8,1,medium,5,1
washing_machine,bose,70000,office,soon,early,0.48,0.07,0.72,4,1,low,1,0
camera,hp,49000,office,immediate,mid,0.7,0.91,0.34,3,4,high,4,1
television,jbl,286000,business,immediate,awareness,0.24,0.12,0.82,8,2,medium,4,0
television,hp,289000,study,soon,late,0.1,0.18,0.51,6,4,low,10,0
